Category,Body
Scam,"WITH THE E-MAIL ABOVE OR YOU CAN ALSO CALL ME ON THIS NUMBER: 233-27-587908, FOR MORE DETAILS ABOUT THE TRANSACTION AND THE ARRENGMENT ON THE MODALITIES, TO ENSURE QUICK AND SMOOTH TRANSACTION."
Scam,
Scam,FURTHER DETAILS WILL BE FORWARDED TO YOU UPON RECEIPT OF YOUR RESPONSE.
Scam,
Scam,THANKS AND WISHING THE BEST COOPERATION IN FUTURE.
Scam,
Scam,MR. JAMES NGOLA.
Scam,
Scam,
Scam,NB: THIS TRANSACTION IS 100% RISK-FREE AND YOUR SECURITY IS QUITE GAURANTEED. YOUR CONFIDENCE &  TRUST IS OUR WATCHWORD AS WE ARE TO WORK TOGETHER TO THE REALIZATION OF THIS OBJECTIVE.
Scam,
Scam,"I HEREBY INFORMING THAT I HAVE ALL THE NECESSARY DOCUMENTS AS REGARDS TO THIS CONSIGNMENT, SO BE REST ASSURED."
Scam,
Scam,WAITING FOR YOUR QUICK RESPONSE. THANK YOU. AND BEWARE OF IMPERSONATORS.
Scam,
Scam,
Scam,
Scam,
Scam,From r  Mon Nov 18 02:09:30 2002
Scam,Return-Path: <findictment@yahoo.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <findictment@yahoo.com>
Scam,Message-ID: <20021118070905.3462.qmail@web14601.mail.yahoo.com>
Scam,Subject: WANTED FOR FRAUD: Fawwaz Ulaby
Scam,To: oshea@UM
Scam,MIME-Version: 1.0
Scam,Content-Type: text/plain; charset=us-ascii
Scam,X-Scanned-By: MIMEDefang 2.25 (www . roaringpenguin . com / mimedefang)
Scam,Status: RO
Scam,
Scam,"$250,000 FOR INFORMATION:"
Scam,
Scam,LEADING TO THE CRIMINAL INDICTMENT OF
Scam,FAWWAZ T. ULABY FOR FRAUD
Scam,AGAINST THE UNITED STATES OF AMERICA
Scam,UNDER THE FALSE CLAIMS ACT.
Scam,
Scam,__________________________________________________
Scam,Do you Yahoo!?
Scam,Yahoo! Web Hosting - Let the expert host your site
Scam,http://webhosting.yahoo.com
Scam,
Scam,From r  Wed Nov 20 01:02:50 2002
Scam,Return-Path: <martinchime@usa.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <martinchime@usa.com>
Scam,"for <R@M>; Wed, 20 Nov 2002 01:02:38 -0500 (EST)"
Scam,Message-Id: <200211200602.gAK62WDj009488@bluewhale.cs.CU>
Scam,"From: ""MARTIN CHIME"" <martinchime@usa.com>"
Scam,Reply-To: martinchime@usa.com
Scam,To: webmaster@aclweb.org
Scam,"Date: Wed, 20 Nov 2002 06:05:30 -0800"
Scam,Subject: URGENT
Scam,X-Mailer: Microsoft Outlook Express 5.00.2919.6900 DM
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain; charset=""us-ascii"""
Scam,Content-Transfer-Encoding: 8bit
Scam,X-MIME-Autoconverted: from quoted-printable to 8bit by sideshowmel.si.UM id gAK62ej17157
Scam,Status: RO
Scam,
Scam,DATE:20/11/02
Scam,FROM:MARTIN CHIME
Scam,PRIVATE Tel: 234-1-7756809
Scam,Fax: 234-1-7599173
Scam,E-MAIL:martinchime@usa.com
Scam,ATTN: MD/CEO
Scam,
Scam,AN URGENT BUSINESS PROPOSAL
Scam,
Scam,"I am pleased to get across to you for a very urgent and profitable Business proposal, though I don't know you neither have I seen you before but my confidence was reposed on you when the Chief Executive of Lagos State chamber of Commerce and Industry handed me your contact for a confidential business. I am a Staff of United Bank"
Scam,"for Africa (UBA),Ilupeju branch, Lagos Nigeria."
Scam,
Scam,"The intended business is thus; we had a customer, a Foreigner (a Turkish) resident in Nigeria, he was a Contractor with one of the Government Parastatals. He has in his Account in my branch the sum of US$21.5 Million (Twenty One Million Five Hundred ThousandU.S.Dollars).Unfortunately, the man died four years ago until today non-of his next of kin has come forward to claim the money. Having noticed this, I in collaboration with two other top Officials of the bank we have covered up the account all this while. Now we want you (being a foreigner) to be fronted as one of his next of kin and forward your account and other relevant documents to be advised to you by us to attest to the Claim. We will use our positions to get all internal documentations to back up the claims .The whole procedures will last only ten working days to get the Fund retrieved successfully Without trace even in future."
Scam,
Scam,"Your response is only what we are waiting for as we have arranged all necessary things. As soon as this message comes to you kindly get back to me indicating your interest ,Then I will furnish you with the whole procedures to ensure that the deal is successfully Concluded."
Scam,
Scam,"For your assistance we have agreed to give you thirty percent (30%) of the Total sum at the end of the transaction. It is risk free and a mega fortune. All correspondence towards this transaction will be through the e-mail addresses, Telephone and Fax, until the end of the"
Scam,transaction when we will meet for the sharing of the money based on this agreed percentage.
Scam,
Scam,"Please reply urgently by e-mail, fax or call me on my private telephone numbers as stated above."
Scam,
Scam,I await your earliest response.
Scam,
Scam,"Thanks,"
Scam,
Scam,Yours Sincerely
Scam,
Scam,MARTIN CHIME
Scam,
Scam,
Scam,From r  Wed Nov 20 02:10:58 2002
Scam,Return-Path: <mboro1555@post.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <mboro1555@post.com>
Scam,by magnumforce.mr.itd.UM (3.6u) with ESMTP id gAK7Ar720084
Scam,"for <R@M>; Wed, 20 Nov 2002 02:10:53 -0500 (EST)"
Scam,"for <R@M>; Wed, 20 Nov 2002 02:10:47 -0500 (EST)"
Scam,Message-Id: <200211200710.gAK79oDj009797@bluewhale.cs.CU>
Scam,"From: ""Mr George Mboro"" <mboro1555@post.com>"
Scam,"Date: Wed, 20 Nov 2002 08:01:52"
Scam,To: webmaster@aclweb.org
Scam,Subject: Offer
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain;charset=""iso-8859-1"""
Scam,Content-Transfer-Encoding: 7bit
Scam,Status: O
Scam,
Scam,Mr George Mboro
Scam,Confidential Tel :++ 874-76-253-5870
Scam,Confidential Fax:++ 874-76-253-5871
Scam,Office Tel ++ 27-83-49-92446
Scam,
Scam,
Scam,"Dear Sir,"
Scam,
Scam,STRICTLY CONFIDENTIAL & URGENT.
Scam,
Scam,"I am Mr George Mboro , a native of Cape Town in South Africa and I am an Executive Accountant with the South Africa Department of Mining & Natural Resources. First and foremost, I apologized using this medium to reach you for a transaction/business of this magnitude, but this is due to confidentiality and prompt access reposed on this medium. Be informed that a member of the South Africa Export Promotion Council (SEPC) who was at the Government delegation to your country during a trade exhibition gave your enviable credentials/particulars to me."
Scam,
Scam,"I have decided to seek a confidential co-operation with you in the execution of the deal described hereunder for the benefit of all parties and hope you will keep it as a top secret because of the nature of this transaction. Within the Department of Mining & Natural Resources where I work as an Executive Accountant and with the cooperation of four other top officials, we have in our possession as overdue payment bills totaling Eighteen Million, Five Hundred Thousand U. S. Dollars (US$18,500,000.00) which we want to transfer abroad with the assistance and cooperation of a foreign company/individual to receive the said fund on our behalf or a reliable foreign non-company account to receive such funds. More so, we are handicapped in the circumstances, as the South Africa Civil Service Code of Conduct does not allow us to operate offshore account hence your importance in the whole transaction."
Scam,
Scam,"This amount (US$18.5m) represents the balance of the total contract value executed on behalf of my Department by a foreign contracting firm, which we the officials over-invoiced deliberately. Though the actual contract cost have been paid to the original contractor, leaving the balance in the tune of the said amount which we have in principles gotten approval to remit by Telegraphic Transfer (T.T) to any foreign bank account you will provide by filing in an application through the Justice Ministry here in South Africa for the transfer of rights and privileges of the former contractor to you. I have the authority of my partners involved to propose that should you be willing to assist us in the transaction, your share of the sum will be 30% of the US$18.5 million, 60% for us and 10% for taxation and miscellaneous expenses. The business itself is 100% safe, on your part provided you treat it with utmost secrecy and confidentiality. Also your area of specialization is not a hind!"
Scam,rance to the successful execution of this transaction.
Scam,
Scam,"I have reposed my confidence in you and hope that you will not disappoint me. Endeavor to contact me immediately through my above tel/fax number ,or my email address:mboro@accountant.com whether or not you are interested in this deal. If you are not, it will enable me contact other another Foreign partner with recommendation to carry out this deal. I want to assure you that myself and my partners are in a position to make the payment of this claim possible provided you can give us a very strong assurance and guarantee that our share will be secured and Please remember to treat this matter as very confidential matter; because we will not comprehend with any form of exposure as we are still in active Government Service and remember once again that time is of the essence in this business."
Scam,
Scam,I wait in anticipation of your fullest co-operation. I am available to entertain any questions concerning the clarity of this transaction.
Scam,
Scam,"Yours faithfully,"
Scam,
Scam,Mr  George  Mboro
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,From r  Wed Nov 20 17:50:29 2002
Scam,Return-Path: <martinchime@borad.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <martinchime@borad.com>
Scam,by heartbreakridge.mr.itd.UM (3.6u) with ESMTP id gAKMoRQ05041
Scam,"for <R@M>; Wed, 20 Nov 2002 17:50:27 -0500 (EST)"
Scam,"for <R@M>; Wed, 20 Nov 2002 17:50:26 -0500 (EST)"
Scam,Message-Id: <200211202250.gAKMoDl7025496@cs.CU>
Scam,"From: ""MARTIN  CHIME"" <martinchime@borad.com>"
Scam,Reply-To: martinchime@borad.com
Scam,To: webmaster@aclweb.org
Scam,"Date: Wed, 20 Nov 2002 22:53:16 -0800"
Scam,Subject: URGENT
Scam,X-Mailer: Microsoft Outlook Express 5.00.2919.6900 DM
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain; charset=""us-ascii"""
Scam,Content-Transfer-Encoding: 8bit
Scam,X-MIME-Autoconverted: from quoted-printable to 8bit by sideshowmel.si.UM id gAKMoRj24271
Scam,Status: RO
Scam,
Scam,DATE:20/11/02
Scam,FROM:MARTIN CHIME
Scam,PRIVATE Tel: 234-1-7756809
Scam,Fax: 234-1-7599173
Scam,E-MAIL:martinchime@borad.com
Scam,ATTN: MD/CEO
Scam,
Scam,AN URGENT BUSINESS PROPOSAL
Scam,
Scam,"I am pleased to get across to you for a very urgent and profitable Business proposal, though I don't know you neither have I seen you before but my confidence was reposed on you when the Chief Executive of Lagos State chamber of Commerce and Industry handed me your contact for a confidential business. I am a Staff of United Bank"
Scam,"for Africa (UBA),Ilupeju branch, Lagos Nigeria."
Scam,
Scam,"The intended business is thus; we had a customer, a Foreigner (a Turkish) resident in Nigeria, he was a Contractor with one of the Government Parastatals. He has in his Account in my branch the sum of US$21.5 Million (Twenty One Million Five Hundred ThousandU.S.Dollars).Unfortunately, the man died four years ago until today non-of his next of kin has come forward to claim the money. Having noticed this, I in collaboration with two other top Officials of the bank we have covered up the account all this while. Now we want you (being a foreigner) to be fronted as one of his next of kin and forward your account and other relevant documents to be advised to you by us to attest to the Claim. We will use our positions to get all internal documentations to back up the claims .The whole procedures will last only ten working days to get the Fund retrieved successfully Without trace even in future."
Scam,
Scam,"Your response is only what we are waiting for as we have arranged all necessary things. As soon as this message comes to you kindly get back to me indicating your interest ,Then I will furnish you with the whole procedures to ensure that the deal is successfully Concluded."
Scam,
Scam,"For your assistance we have agreed to give you thirty percent (30%) of the Total sum at the end of the transaction. It is risk free and a mega fortune. All correspondence towards this transaction will be through the e-mail addresses, Telephone and Fax, until the end of the"
Scam,transaction when we will meet for the sharing of the money based on this agreed percentage.
Scam,
Scam,"Please reply urgently by e-mail, fax or call me on my private telephone numbers as stated above."
Scam,
Scam,I await your earliest response.
Scam,
Scam,"Thanks,"
Scam,
Scam,Yours Sincerely
Scam,
Scam,MARTIN CHIME
Scam,
Scam,
Scam,From r  Wed Nov 20 17:50:49 2002
Scam,Return-Path: <martinchime@borad.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <martinchime@borad.com>
Scam,by pinkcadillac.mr.itd.UM (3.6u) with SMTP id gAKMoYX17461
Scam,"for <R@M>; Wed, 20 Nov 2002 17:50:35 -0500 (EST)"
Scam,Message-Id: <200211202250.gAKMoYX17461@pinkcadillac.mr.itd.UM>
Scam,"From: ""MARTIN  CHIME"" <martinchime@borad.com>"
Scam,Reply-To: martinchime@borad.com
Scam,To: R@M
Scam,"Date: Wed, 20 Nov 2002 22:53:35 -0800"
Scam,Subject: URGENT
Scam,X-Mailer: Microsoft Outlook Express 5.00.2919.6900 DM
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain; charset=""us-ascii"""
Scam,Content-Transfer-Encoding: 8bit
Scam,X-MIME-Autoconverted: from quoted-printable to 8bit by sideshowmel.si.UM id gAKMogj24285
Scam,Status: RO
Scam,
Scam,DATE:20/11/02
Scam,FROM:MARTIN CHIME
Scam,PRIVATE Tel: 234-1-7756809
Scam,Fax: 234-1-7599173
Scam,E-MAIL:martinchime@borad.com
Scam,ATTN: MD/CEO
Scam,
Scam,AN URGENT BUSINESS PROPOSAL
Scam,
Scam,"I am pleased to get across to you for a very urgent and profitable Business proposal, though I don't know you neither have I seen you before but my confidence was reposed on you when the Chief Executive of Lagos State chamber of Commerce and Industry handed me your contact for a confidential business. I am a Staff of United Bank"
